compound_id,base_rdkit_smiles,DILIst_Classification,MaxEStateIndex,MinEStateIndex,MaxAbsEStateIndex,MinAbsEStateIndex,qed,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea
CID25074469,CC(C)CC(NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(Cc1ccc(O)cc1)NC(=O)C(CO)NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(Cc1cnc[nH]1)NC(=O)C1CCC(=O)N1)C(=O)NC(CCCN=C(N)N)C(=O)N1CCCC1C(=O)NCC(N)=O,1,15.100565333177139,-1.8012487284686973,15.100565333177139,0.009045732205478663,0.011710987371080622,1311.4730000000006,1228.8169999999993,1310.6308746839995,506.0,0.0,0.2453302220832823,-0.5079666451556014,0.5079666451556014,0.2453302220832823,0.6421052631578947,1.1789473684210525,1.7157894736842105,1.050937560817536,3752.1748909983376,68.29501376746259,52.576558696899596,52.576558696899596,45.52622759013944,31.33314437815425,31.33314437815425,24.000492077092666,24.000492077092666,16.387566713329996,16.387566713329996,11.532073942470912,11.532073942470912,-10.849999999999996,4.668069958509364e+22,70.0269613240218,33.127529104763866,19.598667276504482,545.0230227040055,95.11699995091708,60.12607929561554,5.959554568743835,64.97897702286656,0.0,0.0,57.73231375742571,4.9839785209472085,0.0,0.0,62.37841094707412,85.39865853265489,91.283929500305,19.478958445190035,62.952963814471445,92.74438145577254,0.0,72.6869212506963,28.11131321028362,138.853079713899,26.241151182250643,120.09853808108257,0.0,5.749511833283905,65.05209986754353,0.0,5.749511833283905,0.0,186.6051288405134,78.42319551649409,5.917906046161393,81.17750822980278,102.70666034377878,0.0,21.805849864162113,0.0,490.41999999999985,126.60000312627221,53.3638894463278,9.589074368143644,100.83188121862591,50.610953957027576,0.0,41.689541651074535,74.77209809030029,0.0,72.7794162524815,17.201002431486554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245.83333333333348,0.421875,95.0,20.0,31.0,0.0,2.0,2.0,3.0,3.0,6.0,15.0,17.0,31.0,33.0,0.0,2.0,2.0,8.0,-2.294800000000013,346.1782000000005,0.0,1.0,1.0,0.0,0.0,4.0,3.0,1.0,0.0,0.0,11.0,11.0,0.0,0.0,1.0,3.0,12.0,3.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
CID5920,N[C@@H](Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(=O)O,0,10.866438656449063,-1.0194339701604307,10.866438656449063,0.2086574617431265,0.4267101714465896,650.9760000000001,638.8800000000001,650.790051864,122.0,0.0,0.32031551237641603,-0.5068453544546648,0.5068453544546648,0.32031551237641603,1.1304347826086956,1.7391304347826086,2.260869565217391,2.259938325868832,728.4921149657531,17.14589989101247,11.593375856469255,18.06587072999822,10.773764703227071,6.403077299786715,9.639324736551197,4.752724325830179,8.239296372992634,2.969940976541349,5.4365609050684505,1.8379412510362283,4.4419577364019975,-0.3400000000000001,98209.27805135747,18.990977949808823,8.160013239239413,5.063965411826361,173.5722635628371,20.683585220643646,17.54086449571577,5.749511833283905,0.0,0.0,5.969305287951849,4.794537184071822,0.0,0.0,0.0,0.0,110.08872033813523,0.0,10.710546813196189,19.744454927553285,73.74191716915603,0.0,0.0,5.733667477162185,12.462662452073971,0.0,46.60583364720124,0.0,17.248535499851716,10.470530430962235,0.0,17.248535499851716,67.77261188120417,22.22420090678122,11.21535880699783,10.710546813196189,5.563451491696996,30.33183534230805,0.0,0.0,0.0,92.78000000000002,12.011146117099809,9.901064578912528,0.0,12.170333456209914,15.069205937633207,12.703816033827788,0.0,18.19910120538483,34.723604763991275,45.181741254136114,15.57705782580294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4347334282146695,50.26336513916394,0.13333333333333333,23.0,4.0,5.0,0.0,0.0,0.0,2.0,0.0,2.0,4.0,3.0,8.0,5.0,0.0,0.0,0.0,2.0,3.952700000000001,112.08900000000001,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CID2118,Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2,1,6.228015890512583,0.4973875661375662,6.228015890512583,0.4973875661375662,0.6893709827759431,308.77200000000005,295.668,308.082874096,108.0,0.0,0.15887442374152158,-0.2809619790225386,0.2809619790225386,0.15887442374152158,1.0454545454545454,1.8636363636363635,2.6818181818181817,2.0133815691934758,880.9295253951269,15.104083527755582,11.992727789712616,12.748656735731071,10.737183443017884,7.049121653850143,7.42708612685937,5.191182528867209,5.6276183093391925,3.7723156901806956,4.0074127929684344,2.7926563810206866,2.9647594049735533,-2.459999999999999,194436.74800244864,13.220144300303355,5.0704066487242425,2.036578034945077,132.66005687193478,0.0,12.369160903912501,5.824404497999927,0.0,0.0,0.0,9.559504380427024,0.0,0.0,10.197363616602075,41.932775232540564,25.122838405075452,16.149536297135317,11.399071277454265,0.0,17.312624893003218,0.0,14.76446326439343,4.992404732635669,13.4684936056032,0.0,76.32928184082806,0.0,5.687386274683562,0.0,0.0,0.0,11.600939890232516,20.476148267164135,6.544756405912575,6.923737199690624,22.775711979393844,53.52334128032855,5.022633313741326,5.687386274683562,0.0,43.07,0.0,0.0,0.0,0.0,11.567389719653901,34.17478325684811,0.0,0.0,47.889039258251636,22.330097753525294,16.593344622868184,0.0,6.228015890512583,0.0,0.0,0.0,0.0,0.0,0.0,2.0467283950617285,38.00303349220347,0.11764705882352941,22.0,0.0,4.0,0.0,1.0,1.0,2.0,1.0,3.0,4.0,0.0,5.0,1.0,0.0,0.0,0.0,4.0,3.5801200000000017,86.89100000000002,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CID3156,CCN1CC(CCN2CCOCC2)C(c2ccccc2)(c2ccccc2)C1=O,0,13.81324436255984,-0.5924436649659865,13.81324436255984,0.24942360586209822,0.7740303952237003,378.5160000000001,348.2760000000001,378.23072819999993,148.0,0.0,0.237555222787085,-0.3787927404267949,0.3787927404267949,0.237555222787085,0.9642857142857143,1.5357142857142858,2.0714285714285716,1.7378936555711126,732.2068621056527,19.399130457682162,16.71863098250591,16.71863098250591,13.763222117191255,10.46986574401073,10.46986574401073,7.823464371337447,7.823464371337447,6.415175794048572,6.415175794048572,4.940685520313594,4.940685520313594,-2.1699999999999995,4438893.01905771,19.159693639884743,8.457968130553809,3.356604963196253,167.65087506121918,9.636772684650527,5.41499046939678,0.0,5.907179729351506,0.0,0.0,9.694446914922299,0.0,0.0,0.0,60.6636706846161,31.0162182119232,32.096931669811696,13.213763929025836,9.53140013787187,5.907179729351506,0.0,9.799819461700956,5.917906046161393,18.759549292013414,45.93754595858871,71.7905736680101,0.0,0.0,0.0,0.0,0.0,0.0,61.64454514964117,14.94639060726865,5.917906046161393,24.471461806010623,60.6636706846161,0.0,0.0,0.0,32.78,5.41499046939678,4.794537184071822,0.0,11.8250857755129,0.0,63.4852705649087,0.0,0.0,17.032643867773697,60.35458347823398,4.736862953800049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.08333333333333,0.4583333333333333,28.0,0.0,4.0,0.0,2.0,2.0,2.0,0.0,2.0,3.0,0.0,4.0,6.0,0.0,2.0,2.0,4.0,3.173300000000001,111.28400000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CID10158453,CC(=O)Oc1cc2c(s1)CCN(C(C(=O)C1CC1)c1ccccc1F)C2,1,14.447970692026427,-0.5472912467456126,14.447970692026427,0.05563425149418966,0.7462318337051916,373.44900000000007,353.2890000000001,373.11479271999997,136.0,0.0,0.30831998618881196,-0.4155847938184268,0.4155847938184268,0.30831998618881196,1.3076923076923077,2.076923076923077,2.769230769230769,1.626197775525089,858.4912297703296,18.258784066134833,14.53515702062476,15.351653601552487,12.524877143252587,8.848710833955002,9.665207414882728,6.928661546347182,8.027953898468041,4.932041491118136,6.047122900820785,3.5578126763051383,4.608787762722718,-2.0499999999999994,1498004.5588004007,17.368141889915012,6.928164194604956,3.436138418751632,155.12857793560414,4.736862953800049,5.817220841045895,10.846452481653149,0.0,0.0,5.969305287951849,14.48898409899412,4.39041504767482,0.0,11.336785877934737,18.19910120538483,36.958650497398246,36.37175474307546,6.041840829147961,18.716352369618512,23.089336112251523,0.0,4.899909730850478,5.917906046161393,38.77279930352919,6.544756405912575,52.153106360449236,0.0,5.0632075352882095,4.736862953800049,4.39041504767482,5.0632075352882095,11.336785877934737,23.19721637107984,22.554652396982227,11.735126887207288,41.8112714517859,30.33183534230805,0.0,0.0,0.0,46.61,6.041840829147961,13.979489415818463,0.0,23.48767712152408,23.716171838810357,24.825916360475023,29.20403733978827,18.19910120538483,6.06636706846161,4.899909730850478,4.736862953800049,0.0,1.4746936675904927,0.0,0.0,0.0,0.0,0.0,0.0,14.447970692026427,47.24400230704974,0.4,26.0,0.0,4.0,1.0,1.0,2.0,1.0,1.0,2.0,5.0,0.0,6.0,5.0,1.0,0.0,1.0,4.0,3.8910000000000036,96.61400000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
CID77992,CN[C@@H]1CCc2[nH]c3ccc(C(N)=O)cc3c2C1,0,11.254750015747039,-0.3677537372973878,11.254750015747039,0.3677537372973878,0.7446286892388262,243.30999999999997,226.17399999999995,243.137162164,94.0,0.0,0.24821979172139422,-0.36559918165014144,0.36559918165014144,0.24821979172139422,1.5,2.3333333333333335,3.0555555555555554,2.137174799158409,614.771783926322,12.698306133819765,10.416319979971636,10.416319979971636,8.685871848001627,6.293111648248416,6.293111648248416,4.9351183618597565,4.9351183618597565,3.880611145915437,3.880611145915437,2.816734083291336,2.816734083291336,-1.8099999999999996,21117.670299736823,11.29007945572376,4.137177457043261,1.6926714527581224,105.55732458576142,16.034434602115724,0.0,0.0,5.907179729351506,0.0,0.0,4.794537184071822,0.0,0.0,0.0,0.0,50.07268954853704,28.202145247774475,0.0,4.794537184071822,16.810104661432565,0.0,10.30076712495354,5.733667477162185,25.30430569792599,7.04767198267719,35.01993218362728,0.0,0.0,11.050456081168516,0.0,0.0,0.0,23.980671062123864,12.841643245852019,0.0,28.036189785240282,18.19910120538483,0.0,10.902924932081056,0.0,70.91,0.0,4.794537184071822,0.0,5.907179729351506,11.605292320844956,30.165389800859085,11.257379486545457,6.06636706846161,19.18040611960041,10.30076712495354,5.733667477162185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.833333333333336,0.35714285714285715,18.0,4.0,4.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0,3.0,4.0,2.0,0.0,0.0,0.0,3.0,1.3435,71.68930000000002,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CID71616,C[C@@H](c1ncncc1F)[C@](O)(Cn1cncn1)c1ccc(F)cc1F,1,14.379223670949862,-1.9576620370370366,14.379223670949862,0.09598119803476934,0.7639757614487599,349.31600000000003,335.20400000000006,349.115044728,130.0,0.0,0.16286605910060842,-0.382403297261057,0.382403297261057,0.16286605910060842,1.16,1.96,2.6,2.1271464030010665,873.966564339529,18.026733258565955,13.143083926730986,13.143083926730986,11.914539350716172,7.372743234540689,7.372743234540689,5.619090216597149,5.619090216597149,4.089727485281649,4.089727485281649,2.7241958121180234,2.7241958121180234,-2.809999999999999,537334.5879034615,17.02736630276947,6.5951765875062565,3.2249817480260945,140.56237734998655,5.106527394840706,36.217452717369106,5.817220841045895,0.0,0.0,0.0,0.0,32.80498364101127,5.098681808301038,0.0,12.990104268152233,6.06636706846161,17.54772460632,18.435527972374114,18.277772537865165,0.0,0.0,24.732420306287846,0.0,24.98745046274828,0.0,72.08694701097467,0.0,0.0,0.0,13.171245143024459,0.0,0.0,29.838947701128554,12.145807216896262,17.451662523137685,24.099022732397472,43.37790500129153,0.0,0.0,0.0,76.72,28.970619380282766,18.277772537865165,0.0,17.802135892458033,6.06636706846161,24.65689778330084,24.260180284364893,0.0,0.0,20.050617371142664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.031687907817954,29.384978758848714,0.25,25.0,1.0,6.0,0.0,0.0,0.0,1.0,2.0,3.0,6.0,1.0,9.0,5.0,0.0,0.0,0.0,3.0,2.1769,80.68180000000002,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CID5362129,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@@H]2CCC[C@@H]21,1,13.240979579733636,-0.9481756406549311,13.240979579733636,0.006285093774271777,0.6003163359035135,416.5180000000003,384.26200000000017,416.23112212399997,164.0,0.0,0.32594015453863584,-0.4797118379349922,0.4797118379349922,0.32594015453863584,1.2333333333333334,1.9666666666666666,2.6333333333333333,1.6824837055129525,753.2201749557545,21.67299762850792,17.75067051305746,17.75067051305746,14.417922655570507,10.935427592635941,10.935427592635941,8.310838771244605,8.310838771244605,6.3348244096122635,6.3348244096122635,4.891131401454686,4.891131401454686,-2.41,6461476.063920707,22.27914114161994,10.066559581820979,5.007189124717851,177.32579789282644,14.743300079491233,12.083681658295921,0.0,5.907179729351506,0.0,11.938610575903699,14.905862972149976,4.794537184071822,0.0,0.0,36.75265696523406,57.43294005186969,6.041840829147961,12.648722793660879,24.227001900856216,17.845790305255207,0.0,10.216698334856808,5.917906046161393,76.53976745352915,6.606881964512918,35.89528683400505,0.0,0.0,5.316788604006331,0.0,0.0,0.0,58.62647271205114,25.54129612894152,5.917906046161393,51.5150340057083,30.33183534230805,0.0,0.0,0.0,95.94000000000001,24.09482777539573,19.490138947056174,0.0,30.443113857125628,19.26246486877803,24.825916360475023,0.0,18.747384130231726,30.33183534230805,5.316788604006331,4.736862953800049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.83333333333336,0.6086956521739131,30.0,2.0,7.0,1.0,1.0,2.0,1.0,0.0,1.0,5.0,2.0,7.0,9.0,1.0,1.0,2.0,3.0,2.3831999999999995,111.79750000000007,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CID2811,CCc1cc2c(s1)N(C)C(=O)CN=C2c1ccccc1Cl,1,12.128723387503149,0.0025987339380200147,12.128723387503149,0.0025987339380200147,0.8291279321976416,318.82899999999995,303.70899999999995,318.05936178,108.0,0.0,0.24852274959013865,-0.30474932296887935,0.30474932296887935,0.24852274959013865,1.3333333333333333,2.0952380952380953,2.8095238095238093,2.2151254690004527,735.6282489344097,14.982763184195939,11.889853153258095,13.462278680204276,10.113392202930195,6.804530527719487,7.998991581656441,4.882529951657763,6.404929949687615,3.5472301383718574,5.232656968799435,2.3590554987769066,3.6580600183781415,-1.6499999999999995,84946.6956082369,14.294117501878475,5.620305675745112,2.4939304293890587,132.43262661181186,4.899909730850478,11.545838382600442,0.0,5.907179729351506,0.0,0.0,9.786941916707491,0.0,0.0,11.336785877934737,36.723778295307966,18.55355575984923,28.07435547351381,5.711685002770702,4.794537184071822,39.55767247697733,0.0,0.0,4.992404732635669,13.344558822616634,18.492338119440245,51.358518833144664,0.0,0.0,4.899909730850478,5.001081976687867,0.0,22.937725768167255,25.21129312071197,11.21535880699783,0.0,22.927787376785915,35.32424007494372,5.022633313741326,0.0,0.0,32.67,0.0,4.794537184071822,0.0,12.45193613526408,5.022633313741326,28.260491585778567,4.877147193701299,16.236695608785215,31.313140256523628,17.982509000787903,11.600939890232516,0.0,7.960813509560202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.65029760155091,0.25,21.0,0.0,3.0,0.0,1.0,1.0,1.0,1.0,2.0,3.0,0.0,5.0,2.0,0.0,0.0,0.0,3.0,3.777700000000003,89.06500000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
CID174,OCCO,1,7.625,-0.125,7.625,0.125,0.40752789066641704,62.068000000000005,56.02,62.036779432,26.0,0.0,0.06622663964681728,-0.3939905415754596,0.3939905415754596,0.06622663964681728,1.0,1.25,1.25,1.9747448713915894,6.0,3.414213562373095,2.3086407533730107,2.3086407533730107,1.914213562373095,1.1324555320336755,1.1324555320336755,0.4472135954999578,0.4472135954999578,0.09999999999999996,0.09999999999999996,0.0,0.0,-0.08,6.854752972273345,3.9200000000000004,2.92,1.9199999999999995,24.69266064661818,10.213054789681411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.213763929025836,10.213054789681411,0.0,0.0,0.0,0.0,0.0,13.213763929025836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.426818718707246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.46,0.0,0.0,0.0,13.213763929025836,0.0,0.0,0.0,0.0,0.0,0.0,10.213054789681411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,-1.0290000000000001,14.171600000000002,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
